"","Country","year","sex","rate","mean_climate"
"163","Aruba",2006,"female",4.02e-05,28.8046666666667
"164","Aruba",2006,"male",0.000157,28.8046666666667
"165","Aruba",2007,"male",0.000156,28.8228333333333
"166","Aruba",2007,"female",2e-05,28.8228333333333
"167","Aruba",2008,"male",6.68e-05,28.45025
"168","Aruba",2008,"female",2e-05,28.45025
"169","Aruba",2009,"male",8.9e-05,28.832
"170","Aruba",2009,"female",0,28.832
"171","Aruba",2010,"male",0.000133,28.9683333333333
"172","Aruba",2010,"female",2e-05,28.9683333333333
"173","Aruba",2011,"female",3.99e-05,28.5133333333333
"174","Aruba",2011,"male",0.000155,28.5133333333333
"175","Australia",1985,"female",5.81e-05,22.0434166666667
"176","Australia",1985,"male",0.000198,22.0434166666667
"177","Australia",1986,"male",0.000214,22.09325
"178","Australia",1986,"female",6.23e-05,22.09325
"179","Australia",1987,"male",0.00023,22.0724166666667
"180","Australia",1987,"female",5.79e-05,22.0724166666667
"181","Australia",1988,"male",0.000224,22.6300833333333
"182","Australia",1988,"female",5.99e-05,22.6300833333333
"183","Australia",1989,"male",0.000212,21.8628333333333
"184","Australia",1989,"female",5.42e-05,21.8628333333333
"185","Australia",1990,"female",5.59e-05,22.35575
"186","Australia",1990,"male",0.000223,22.35575
"187","Australia",1991,"female",5.99e-05,22.4874166666667
"188","Australia",1991,"male",0.000227,22.4874166666667
"189","Australia",1992,"female",5.71e-05,21.9325833333333
"190","Australia",1992,"male",0.000222,21.9325833333333
"191","Australia",1993,"female",4.83e-05,22.1601666666667
"192","Australia",1993,"male",0.000202,22.1601666666667
"193","Australia",1994,"female",5.02e-05,22.03025
"194","Australia",1994,"male",0.000227,22.03025
"195","Australia",1995,"female",5.44e-05,21.9551666666667
"196","Australia",1995,"male",0.000206,21.9551666666667
"197","Australia",1996,"female",5.37e-05,22.3253333333333
"198","Australia",1996,"male",0.000233,22.3253333333333
"199","Australia",1997,"female",6.41e-05,22.086
"200","Australia",1997,"male",0.000245,22.086
"201","Australia",1998,"female",5.96e-05,22.6648333333333
"202","Australia",1998,"male",0.000244,22.6648333333333
"203","Australia",1999,"female",5.49e-05,22.0645
"204","Australia",1999,"male",0.000229,22.0645
"205","Australia",2000,"male",0.000213,21.7096666666667
"206","Australia",2000,"female",5.6e-05,21.7096666666667
"207","Australia",2001,"female",5.7e-05,21.79275
"208","Australia",2001,"male",0.000216,21.79275
"209","Australia",2002,"female",5.46e-05,22.4608333333333
"210","Australia",2002,"male",0.000199,22.4608333333333
"211","Australia",2003,"male",0.000183,22.4403333333333
"212","Australia",2003,"female",5.02e-05,22.4403333333333
"213","Australia",2004,"female",4.65e-05,22.2869166666667
"214","Australia",2004,"male",0.000179,22.2869166666667
"215","Australia",2006,"male",0.000171,22.2644166666667
"216","Australia",2006,"female",5.12e-05,22.2644166666667
"217","Australia",2007,"female",5.33e-05,22.48675
"218","Australia",2007,"male",0.000174,22.48675
"219","Australia",2008,"male",0.000184,22.2259166666667
"220","Australia",2008,"female",5.01e-05,22.2259166666667
"221","Australia",2009,"male",0.000175,22.6905833333333
"222","Australia",2009,"female",5.34e-05,22.6905833333333
"223","Australia",2010,"male",0.00018,22.0781666666667
"224","Australia",2010,"female",5.27e-05,22.0781666666667
"225","Australia",2011,"male",0.000175,21.767
"226","Australia",2011,"female",5.52e-05,21.767
"227","Australia",2012,"male",0.000183,22.0245
"228","Australia",2012,"female",6.08e-05,22.0245
"229","Australia",2013,"male",0.000181,22.142875
"230","Australia",2013,"female",6.11e-05,22.142875
"231","Austria",1985,"male",0.000437,5.923
"232","Austria",1985,"female",0.000166,5.923
"233","Austria",1986,"female",0.000167,6.31691666666667
"234","Austria",1986,"male",0.000449,6.31691666666667
"235","Austria",1987,"female",0.000166,6.1695
"236","Austria",1987,"male",0.000428,6.1695
"237","Austria",1988,"female",0.000141,7.08216666666667
"238","Austria",1988,"male",0.00039,7.08216666666667
"239","Austria",1989,"male",0.000385,7.37241666666667
"240","Austria",1989,"female",0.000155,7.37241666666667
"241","Austria",1990,"male",0.000373,7.344
"242","Austria",1990,"female",0.000143,7.344
"243","Austria",1991,"female",0.000123,6.35791666666667
"244","Austria",1991,"male",0.000372,6.35791666666667
"245","Austria",1992,"male",0.000363,7.61558333333333
"246","Austria",1992,"female",0.000124,7.61558333333333
"247","Austria",1993,"male",0.000349,6.85866666666667
"248","Austria",1993,"female",0.000119,6.85866666666667
"249","Austria",1994,"female",0.000127,8.16491666666667
"250","Austria",1994,"male",0.000359,8.16491666666667
"251","Austria",1995,"male",0.000371,6.8465
"252","Austria",1995,"female",0.000117,6.8465
"253","Austria",1996,"male",0.000371,5.86325
"254","Austria",1996,"female",0.000114,5.86325
"255","Austria",1997,"female",0.000107,7.02508333333333
"256","Austria",1997,"male",0.000325,7.02508333333333
"257","Austria",1998,"male",0.000325,7.22275
"258","Austria",1998,"female",9.77e-05,7.22275
"259","Austria",1999,"male",0.000309,7.23425
"260","Austria",1999,"female",0.000109,7.23425
"261","Austria",2000,"male",0.000316,8.08491666666667
"262","Austria",2000,"female",0.00011,8.08491666666667
"263","Austria",2001,"female",0.000103,7.18891666666667
"264","Austria",2001,"male",0.000293,7.18891666666667
"265","Austria",2002,"male",0.00032,7.91525
"266","Austria",2002,"female",9.15e-05,7.91525
"267","Austria",2003,"female",9.74e-05,7.50933333333333
"268","Austria",2003,"male",0.000286,7.50933333333333
"269","Austria",2004,"male",0.000286,6.90608333333333
"270","Austria",2004,"female",8.63e-05,6.90608333333333
"271","Austria",2005,"female",8.68e-05,6.6095
"272","Austria",2005,"male",0.000276,6.6095
"273","Austria",2006,"female",7.33e-05,7.27758333333333
"274","Austria",2006,"male",0.000262,7.27758333333333
"275","Austria",2007,"female",7.8e-05,7.9765
"276","Austria",2007,"male",0.000253,7.9765
"277","Austria",2008,"female",7.46e-05,7.80191666666667
"278","Austria",2008,"male",0.00025,7.80191666666667
"279","Austria",2009,"male",0.000252,7.616
"280","Austria",2009,"female",7.49e-05,7.616
"281","Austria",2010,"male",0.000251,6.64908333333333
"282","Austria",2010,"female",7.17e-05,6.64908333333333
"283","Austria",2011,"female",7.62e-05,7.85558333333333
"284","Austria",2011,"male",0.000251,7.85558333333333
"285","Austria",2012,"male",0.000253,7.61133333333333
"286","Austria",2012,"female",7.01e-05,7.61133333333333
"287","Austria",2013,"female",7.82e-05,8.055125
"288","Austria",2013,"male",0.000246,8.055125
"289","Azerbaijan",1990,"male",2.98e-05,11.992
"290","Azerbaijan",1990,"female",7.88e-06,11.992
"291","Azerbaijan",1991,"male",3.34e-05,11.956
"292","Azerbaijan",1991,"female",9.87e-06,11.956
"293","Azerbaijan",1992,"male",3.43e-05,10.7213333333333
"294","Azerbaijan",1992,"female",1.16e-05,10.7213333333333
"295","Azerbaijan",1993,"female",1.09e-05,10.5260833333333
"296","Azerbaijan",1993,"male",2.65e-05,10.5260833333333
"297","Azerbaijan",1994,"female",5.69e-06,11.4729166666667
"298","Azerbaijan",1994,"male",8.81e-06,11.4729166666667
"299","Azerbaijan",1995,"male",1.3e-05,12.7315833333333
"300","Azerbaijan",1995,"female",2.07e-06,12.7315833333333
"301","Azerbaijan",1996,"female",3.82e-06,12.20225
"302","Azerbaijan",1996,"male",1.72e-05,12.20225
"303","Azerbaijan",1997,"male",2.62e-05,11.8944166666667
"304","Azerbaijan",1997,"female",6.13e-06,11.8944166666667
"305","Azerbaijan",1998,"male",1.19e-05,12.95875
"306","Azerbaijan",1998,"female",4.17e-06,12.95875
"307","Azerbaijan",1999,"male",1.27e-05,12.85175
"308","Azerbaijan",1999,"female",2.75e-06,12.85175
"309","Azerbaijan",2000,"male",1.28e-05,12.632
"310","Azerbaijan",2000,"female",4.2e-06,12.632
"311","Azerbaijan",2001,"male",6.45e-05,13.09725
"312","Azerbaijan",2001,"female",2.1e-05,13.09725
"313","Azerbaijan",2002,"female",4.87e-06,12.43225
"314","Azerbaijan",2002,"male",1.97e-05,12.43225
"315","Azerbaijan",2003,"male",2.49e-05,11.98475
"316","Azerbaijan",2003,"female",9.15e-06,11.98475
"317","Azerbaijan",2004,"female",7.57e-06,12.6195
"318","Azerbaijan",2004,"male",2.07e-05,12.6195
"319","Azerbaijan",2007,"female",3.46e-06,12.5148333333333
"320","Azerbaijan",2007,"male",1.06e-05,12.5148333333333
"321","Bahamas",1985,"male",1e-05,25.4735
"322","Bahamas",1985,"female",0,25.4735
"323","Bahamas",1987,"male",2.75e-05,25.6009166666667
"324","Bahamas",1987,"female",0,25.6009166666667
"325","Bahamas",1993,"female",8.05e-06,25.5498333333333
"326","Bahamas",1993,"male",5.03e-05,25.5498333333333
"327","Bahamas",1994,"female",0,26.0245
"328","Bahamas",1994,"male",2.46e-05,26.0245
"329","Bahamas",1995,"male",1.61e-05,25.7686666666667
"330","Bahamas",1995,"female",0,25.7686666666667
"331","Bahamas",1996,"male",2.42e-05,25.3854166666667
"332","Bahamas",1996,"female",0,25.3854166666667
"333","Bahamas",1997,"female",0,26.1908333333333
"334","Bahamas",1997,"male",1.6e-05,26.1908333333333
"335","Bahamas",1998,"female",0,26.2295
"336","Bahamas",1998,"male",2.37e-05,26.2295
"337","Bahamas",1999,"male",3.89e-05,25.6226666666667
"338","Bahamas",1999,"female",7.35e-06,25.6226666666667
"339","Bahamas",2000,"female",1.44e-05,25.4491666666667
"340","Bahamas",2000,"male",6.88e-05,25.4491666666667
"341","Bahamas",2001,"male",7.47e-06,25.5806666666667
"342","Bahamas",2001,"female",0,25.5806666666667
"343","Bahamas",2002,"male",2.19e-05,26.11625
"344","Bahamas",2002,"female",0,26.11625
"345","Bahamas",2003,"male",7.13e-06,26.1803333333333
"346","Bahamas",2003,"female",0,26.1803333333333
"347","Bahamas",2004,"female",0,25.84975
"348","Bahamas",2004,"male",1.39e-05,25.84975
"349","Bahamas",2005,"male",2.04e-05,25.8016666666667
"350","Bahamas",2005,"female",6.45e-06,25.8016666666667
"351","Bahamas",2006,"male",1.33e-05,25.71575
"352","Bahamas",2006,"female",0,25.71575
"353","Bahamas",2007,"female",6.18e-06,26.03475
"354","Bahamas",2007,"male",2.61e-05,26.03475
"355","Bahamas",2008,"male",2.56e-05,25.89975
"356","Bahamas",2008,"female",0,25.89975
"357","Bahamas",2009,"male",3.13e-05,25.7691666666667
"358","Bahamas",2009,"female",5.94e-06,25.7691666666667
"359","Bahamas",2010,"male",3.69e-05,25.2291666666667
"360","Bahamas",2010,"female",2.34e-05,25.2291666666667
"361","Bahamas",2011,"male",1.82e-05,26.00325
"362","Bahamas",2011,"female",5.76e-06,26.00325
"363","Bahamas",2012,"male",2.39e-05,25.8164166666667
"364","Bahamas",2012,"female",5.68e-06,25.8164166666667
"365","Bahamas",2013,"male",2.35e-05,26.0116666666667
"366","Bahamas",2013,"female",5.59e-06,26.0116666666667
"367","Bahrain",1985,"male",4.5e-05,26.2021666666667
"368","Bahrain",1985,"female",6.95e-06,26.2021666666667
"369","Bahrain",1987,"female",1.37e-05,26.64175
"370","Bahrain",1987,"male",3.22e-05,26.64175
"371","Bahrain",1988,"male",5.62e-05,26.628
"372","Bahrain",1988,"female",6.32e-06,26.628
"373","Bahrain",1997,"male",0,26.1909166666667
"374","Bahrain",1997,"female",0,26.1909166666667
"375","Bahrain",1998,"male",0,27.6124166666667
"376","Bahrain",1998,"female",0,27.6124166666667
"377","Bahrain",1999,"male",4.27e-05,27.7424166666667
"378","Bahrain",1999,"female",1.26e-05,27.7424166666667
"379","Bahrain",2000,"male",8.16e-05,27.07075
"380","Bahrain",2000,"female",4.04e-06,27.07075
"381","Bahrain",2001,"female",1.16e-05,27.431
"382","Bahrain",2001,"male",5.48e-05,27.431
"383","Bahrain",2002,"female",2.59e-05,27.2664166666667
"384","Bahrain",2002,"male",4.61e-05,27.2664166666667
"385","Bahrain",2003,"female",1.76e-05,27.3706666666667
"386","Bahrain",2003,"male",6.92e-05,27.3706666666667
"387","Bahrain",2004,"male",7.72e-05,27.15025
"388","Bahrain",2004,"female",2.35e-05,27.15025
"389","Bahrain",2005,"female",2.18e-05,26.9831666666667
"390","Bahrain",2005,"male",7.03e-05,26.9831666666667
"391","Bahrain",2006,"male",3.13e-05,27.22125
"392","Bahrain",2006,"female",3.19e-05,27.22125
"393","Bahrain",2007,"female",1.62e-05,27.2160833333333
"394","Bahrain",2007,"male",5.72e-05,27.2160833333333
"395","Bahrain",2008,"male",5.5e-05,27.0330833333333
"396","Bahrain",2008,"female",2.06e-05,27.0330833333333
"397","Bahrain",2009,"male",4.36e-05,27.3103333333333
"398","Bahrain",2009,"female",1.48e-05,27.3103333333333
"399","Bahrain",2010,"male",2.09e-05,28.0696666666667
"400","Bahrain",2010,"female",9.52e-06,28.0696666666667
"401","Bahrain",2011,"female",1.47e-05,27.1038333333333
"402","Bahrain",2011,"male",1.73e-05,27.1038333333333
"403","Bahrain",2012,"male",2.38e-05,27.5293333333333
"404","Bahrain",2012,"female",2.25e-06,27.5293333333333
"405","Bahrain",2013,"female",0,27.925375
"406","Bahrain",2013,"male",6.57e-06,27.925375
"407","Barbados",1985,"female",1.64e-05,26.5525833333333
"408","Barbados",1985,"male",4.59e-05,26.5525833333333
"409","Barbados",1986,"female",8.18e-06,26.6595833333333
"410","Barbados",1986,"male",6.4e-05,26.6595833333333
"411","Barbados",1987,"male",3.63e-05,27.3351666666667
"412","Barbados",1987,"female",1.62e-05,27.3351666666667
"413","Barbados",1988,"male",9.94e-05,27.0139166666667
"414","Barbados",1988,"female",8.06e-06,27.0139166666667
"415","Barbados",1989,"male",0.000106,26.7521666666667
"416","Barbados",1989,"female",3.25e-05,26.7521666666667
"417","Barbados",1990,"female",2.42e-05,26.9431666666667
"418","Barbados",1990,"male",0.000115,26.9431666666667
"419","Barbados",1991,"female",3.23e-05,26.8931666666667
"420","Barbados",1991,"male",0.000115,26.8931666666667
"421","Barbados",1992,"female",2.38e-05,26.9046666666667
"422","Barbados",1992,"male",9.65e-05,26.9046666666667
"423","Barbados",1993,"female",8.01e-06,27.0568333333333
"424","Barbados",1993,"male",0.000131,27.0568333333333
"425","Barbados",1994,"male",8.68e-05,26.9600833333333
"426","Barbados",1994,"female",3.2e-05,26.9600833333333
"427","Barbados",1995,"male",0.000104,27.326
"428","Barbados",1995,"female",3.99e-05,27.326
"429","Barbados",2000,"male",6.66e-05,26.9020833333333
"430","Barbados",2000,"female",1.53e-05,26.9020833333333
"431","Barbados",2001,"female",0,27.2218333333333
"432","Barbados",2001,"male",1.66e-05,27.2218333333333
"433","Barbados",2002,"female",0,27.2660833333333
"434","Barbados",2002,"male",0,27.2660833333333
"435","Barbados",2003,"female",0,27.4400833333333
"436","Barbados",2003,"male",0,27.4400833333333
"437","Barbados",2004,"female",0,27.2254166666667
"438","Barbados",2004,"male",2.46e-05,27.2254166666667
"439","Barbados",2005,"female",0,27.6771666666667
"440","Barbados",2005,"male",8.18e-06,27.6771666666667
"441","Barbados",2006,"male",7.33e-05,27.50225
"442","Barbados",2006,"female",0,27.50225
"443","Barbados",2007,"female",0,27.3664166666667
"444","Barbados",2007,"male",0,27.3664166666667
"445","Barbados",2008,"male",0,27.0038333333333
"446","Barbados",2008,"female",7.38e-06,27.0038333333333
"447","Barbados",2009,"female",0,27.3203333333333
"448","Barbados",2009,"male",4.01e-05,27.3203333333333
"449","Barbados",2010,"female",0,27.8446666666667
"450","Barbados",2010,"male",2.4e-05,27.8446666666667
"451","Barbados",2011,"female",0,27.39525
"452","Barbados",2011,"male",0,27.39525
"453","Barbados",2012,"female",0,27.3466666666667
"454","Barbados",2012,"male",0,27.3466666666667
"455","Barbados",2013,"male",0,27.251125
"456","Barbados",2013,"female",0,27.251125
"457","Belarus",1990,"male",0.000377,7.75741666666667
"458","Belarus",1990,"female",8.64e-05,7.75741666666667
"459","Belarus",1991,"female",8.73e-05,6.89541666666667
"460","Belarus",1991,"male",0.000391,6.89541666666667
"461","Belarus",1992,"female",9.2e-05,7.132
"462","Belarus",1992,"male",0.000438,7.132
"463","Belarus",1993,"male",0.000524,6.01383333333333
"464","Belarus",1993,"female",0.000102,6.01383333333333
"465","Belarus",1994,"male",0.000575,6.73591666666667
"466","Belarus",1994,"female",0.000111,6.73591666666667
"467","Belarus",1995,"male",0.000599,7.02125
"468","Belarus",1995,"female",9.91e-05,7.02125
"469","Belarus",1996,"male",0.000685,5.65658333333333
"470","Belarus",1996,"female",0.000105,5.65658333333333
"471","Belarus",1997,"male",0.000659,6.34375
"472","Belarus",1997,"female",0.000108,6.34375
"473","Belarus",1998,"female",0.000106,6.52833333333333
"474","Belarus",1998,"male",0.000668,6.52833333333333
"475","Belarus",1999,"male",0.000642,7.71275
"476","Belarus",1999,"female",0.000104,7.71275
"477","Belarus",2000,"male",0.000668,7.90983333333333
"478","Belarus",2000,"female",9.93e-05,7.90983333333333
"479","Belarus",2001,"female",9.66e-05,7.09225
"480","Belarus",2001,"male",0.000633,7.09225
"481","Belarus",2002,"male",0.000629,7.70191666666667
"482","Belarus",2002,"female",0.000101,7.70191666666667
"483","Belarus",2003,"male",0.000664,6.72491666666667
"484","Belarus",2003,"female",0.000107,6.72491666666667
"485","Belarus",2007,"male",0.000513,7.92816666666667
"486","Belarus",2007,"female",9.21e-05,7.92816666666667
"487","Belarus",2008,"male",0.000512,8.13075
"488","Belarus",2008,"female",9.55e-05,8.13075
"489","Belarus",2009,"male",0.000526,7.19641666666667
"490","Belarus",2009,"female",0.000103,7.19641666666667
"491","Belarus",2010,"male",0.000498,7.03725
"492","Belarus",2010,"female",8.07e-05,7.03725
"493","Belarus",2011,"male",0.000434,7.5885
"494","Belarus",2011,"female",7.89e-05,7.5885
"495","Belarus",2013,"male",0.000381,8.2665
"496","Belarus",2013,"female",6.96e-05,8.2665
"497","Belgium",1985,"male",0.000337,8.7955
"498","Belgium",1985,"female",0.000159,8.7955
"499","Belgium",1986,"female",0.00015,9.264
"500","Belgium",1986,"male",0.000329,9.264
"501","Belgium",1987,"female",0.000146,9.0685
"502","Belgium",1987,"male",0.000341,9.0685
"503","Belgium",1988,"male",0.000298,10.457
"504","Belgium",1988,"female",0.000134,10.457
"505","Belgium",1989,"female",0.000121,10.9211666666667
"506","Belgium",1989,"male",0.000294,10.9211666666667
"507","Belgium",1990,"male",0.000286,10.9353333333333
"508","Belgium",1990,"female",0.000123,10.9353333333333
"509","Belgium",1991,"male",0.000279,9.70916666666667
"510","Belgium",1991,"female",0.000109,9.70916666666667
"511","Belgium",1992,"female",0.000117,10.48925
"512","Belgium",1992,"male",0.000286,10.48925
"513","Belgium",1993,"female",0.000122,9.92583333333333
"514","Belgium",1993,"male",0.000336,9.92583333333333
"515","Belgium",1994,"female",0.000121,10.99675
"516","Belgium",1994,"male",0.000333,10.99675
"517","Belgium",1995,"female",0.000124,10.69675
"518","Belgium",1995,"male",0.000334,10.69675
"519","Belgium",1996,"female",0.000113,8.89316666666667
"520","Belgium",1996,"male",0.000313,8.89316666666667
"521","Belgium",1997,"female",0.000121,10.4724166666667
"522","Belgium",1997,"male",0.000332,10.4724166666667
"523","Belgium",1998,"male",0.000312,10.3691666666667
